OBS_TYPE,WSI,BEGIN_DATE,END_DATE,EG_EL_ABBREVIATION,NAME,UN_DESCRIPTION,HEIGHT,SCHEDULE,
DLY,0-203-0-11593,2018-01-01T00:00Z,2018-04-03T13:19Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11593,2018-04-03T13:20Z,2024-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11593,1979-01-01T00:00Z,3999-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11593,1979-01-01T00:00Z,3999-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11593,2017-01-01T00:00Z,3999-12-31T23:59Z,Fmax,Max rychlost,m/s,10,"00:00",
DLY,0-203-0-11593,2010-05-01T00:00Z,3999-12-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2010-05-01T00:00Z,3999-12-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2010-05-01T00:00Z,3999-12-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2018-01-01T00:00Z,3999-12-31T23:59Z,SSV,Sluneční svit,hod,3,"00:00",
DLY,0-203-0-11593,1997-07-01T00:00Z,3999-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11593,2017-01-01T00:00Z,3999-12-31T23:59Z,Casmax,Čas maxima,kód,10,"00:00",
DLY,0-203-0-11593,2018-04-03T13:20Z,3999-12-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11593,2018-04-03T13:20Z,3999-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2018-01-01T00:00Z,3999-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11593,2018-01-01T00:00Z,3999-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11593,1997-07-01T00:00Z,3999-12-31T23:59Z,E,Tlak páry,hPa,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,1979-01-01T00:00Z,3999-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11593,2010-05-01T00:00Z,3999-12-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2010-05-01T00:00Z,3999-12-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2018-01-01T00:00Z,3999-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2018-01-01T00:00Z,3999-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11593,2018-04-03T13:20Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11593,2011-09-20T00:00Z,3999-12-31T23:59Z,TMInoc,Teplota min,°C,2,"07:00",
DLY,0-203-0-11593,2017-01-01T00:00Z,3999-12-31T23:59Z,Dmax,Směr Fmax,stupně,10,"00:00",
DLY,0-203-0-11593,2018-01-01T00:00Z,3999-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11593,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1981-09-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1981-09-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1981-09-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1981-09-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,E,Tlak páry,hPa,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,1993-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,2012-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11595,1981-12-01T00:00Z,2012-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11595,1981-12-01T00:00Z,2012-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11595,1981-12-01T00:00Z,2012-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11595,1979-07-01T00:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11595,1981-12-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1970-02-28T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11600,1970-05-01T00:00Z,1972-06-30T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11600,1968-02-01T00:00Z,1972-06-30T23:59Z,E,Tlak páry,hPa,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1980-07-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1980-07-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,E,Tlak páry,hPa,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1980-12-01T00:00Z,1993-03-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11600,1985-01-01T00:00Z,1993-03-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11600,1980-12-01T00:00Z,1993-03-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11600,1973-01-01T00:00Z,1993-03-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11601,1962-09-01T00:00Z,1962-09-30T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1962-11-30T23:58Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1962-11-30T23:58Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1962-11-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1963-01-01T00:00Z,1964-08-31T23:58Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-203-0-11601,1964-10-01T00:00Z,1964-10-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1963-02-01T00:00Z,1965-09-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1962-11-08T00:00Z,1965-09-30T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,1963-02-01T00:00Z,1965-09-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11601,1965-11-01T00:00Z,1965-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1966-04-01T00:00Z,1967-03-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-05-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-203-0-11601,1967-07-01T00:00Z,1967-07-31T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-09-30T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1967-09-01T00:00Z,1967-11-30T23:59Z,SSV,Sluneční svit,hod,2,"00:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1967-05-01T00:00Z,1967-11-30T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-05-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,D10,Směr větru des,stupně/10,10,"07:00,14:00,21:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,F,Rychlost větru,m/s,10,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1970-04-01T00:00Z,1970-07-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,1989-01-01T00:00Z,1993-03-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,1989-01-01T00:00Z,1993-03-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11601,1989-01-01T00:00Z,1993-03-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11601,1989-01-01T00:00Z,1993-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11601,1989-01-01T00:00Z,1993-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,1989-01-01T00:00Z,1993-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2015-01-26T09:20Z,Fmax,Max rychlost,m/s,11,"00:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2015-01-26T09:20Z,Dmax,Směr Fmax,stupně,11,"00:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2015-01-26T09:20Z,Casmax,Čas maxima,kód,11,"00:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2015-01-26T09:20Z,F,Rychlost větru,m/s,11,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2015-01-26T09:20Z,D10,Směr větru des,stupně/10,11,"07:00,14:00,21:00",
DLY,0-203-0-11601,2015-01-26T14:20Z,2015-06-10T08:00Z,Fmax,Max rychlost,m/s,5,"00:00",
DLY,0-203-0-11601,2015-01-26T14:00Z,2015-06-10T08:00Z,F,Rychlost větru,m/s,5,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2015-01-26T14:20Z,2015-06-10T08:00Z,Casmax,Čas maxima,kód,5,"00:00",
DLY,0-203-0-11601,2015-01-26T14:20Z,2015-06-10T08:00Z,Dmax,Směr Fmax,stupně,5,"00:00",
DLY,0-203-0-11601,2015-06-10T12:40Z,2016-12-31T23:59Z,Casmax,Čas maxima,kód,11,"00:00",
DLY,0-203-0-11601,2015-06-10T12:40Z,2016-12-31T23:59Z,Fmax,Max rychlost,m/s,11,"00:00",
DLY,0-203-0-11601,2015-06-10T12:40Z,2016-12-31T23:59Z,Dmax,Směr Fmax,stupně,11,"00:00",
DLY,0-203-0-11601,2015-01-26T14:00Z,2017-04-11T09:29Z,D10,Směr větru des,stupně/10,5,"07:00,14:00,21:00",
DLY,0-203-0-11601,2015-06-10T12:40Z,2017-04-11T09:29Z,F,Rychlost větru,m/s,11,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2017-04-12T23:58Z,P,Tlak vzduchu,hPa,1.3,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2017-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2017-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2017-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2017-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11601,2017-04-11T09:30Z,2017-12-31T23:59Z,F,Rychlost větru,m/s,11,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2016-10-08T00:00Z,2017-12-31T23:59Z,SSV,Sluneční svit,hod,5,"00:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2017-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2017-04-19T00:00Z,2017-12-31T23:59Z,P,Tlak vzduchu,hPa,1.3,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2017-04-11T09:30Z,2017-12-31T23:59Z,D10,Směr větru des,stupně/10,5,"07:00,14:00,21:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,2022-09-01T11:20Z,P,Tlak vzduchu,hPa,1.3,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,2024-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,H,Vlhkost relat,%,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,T50,Teplota půdy 50,°C,-.5,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,TMInoc,Teplota min,°C,2,"07:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,T10,Teplota půdy 10,°C,-.1,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,T05,Teplota půdy 5,°C,-.05,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,E,Tlak páry,hPa,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2017-01-01T00:00Z,3999-12-31T23:59Z,Dmax,Směr Fmax,stupně,11,"00:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,F,Rychlost větru,m/s,11,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,TMI,Teplota min,°C,2,"21:00",
DLY,0-203-0-11601,2017-01-01T00:00Z,3999-12-31T23:59Z,Casmax,Čas maxima,kód,11,"00:00",
DLY,0-203-0-11601,2022-10-26T09:30Z,3999-12-31T23:59Z,P,Tlak vzduchu,hPa,1.3,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,T20,Teplota půdy 20,°C,-.2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,T100,Teplota půdy100,°C,-1,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,T,Teplota,°C,2,"AVG,07:00,14:00,21:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,TPM,Teplota příz,°C,.05,"07:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,SSV,Sluneční svit,hod,5,"00:00",
DLY,0-203-0-11601,2025-01-01T00:00Z,3999-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11601,2017-01-01T00:00Z,3999-12-31T23:59Z,Fmax,Max rychlost,m/s,11,"00:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,D10,Směr větru des,stupně/10,5,"07:00,14:00,21:00",
DLY,0-203-0-11601,2014-06-05T00:00Z,3999-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11601,2018-01-01T00:00Z,3999-12-31T23:59Z,TMA,Teplota max,°C,2,"21:00",
DLY,0-203-0-11602,1897-01-01T00:00Z,1937-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11602,1897-01-01T00:00Z,1937-12-31T23:59Z,SRA,Srážka,mm,1,"07:00",
DLY,0-203-0-11602,1897-01-01T00:00Z,1937-12-31T23:59Z,API30,Index předchozích srážek,mm,1,"07:00",
DLY,0-203-0-11602,1897-01-01T00:00Z,1937-12-31T23:59Z,SCE,Výška sněhu,cm,0,"07:00",
DLY,0-203-0-11602,1897-01-01T00:00Z,1937-12-31T23:59Z,SCEdif,Denní rozdíl celkové výšky sněhu,cm,0,"07:00",
DLY,0-203-0-11602,1897-01-01T00:00Z,1937-12-31T23:59Z,SVH,Vodní hodnota,mm,0,"07:00",
DLY,0-203-0-11602,1938-01-01T00:00Z,1938-11-30T23:59Z,SNO,Nový sníh,cm,0,"07:00",
DLY,0-203-0-11602,1938-12-01T00:00Z,1938-12-31T23:59Z,SNO,Nový sníh,cm,0,"07:00",
